Title,Author,Abstract,Keywords,Publication title,Country of publication,Publication year,Source type,Language of publication,DOI Link,Database,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,WoS Categories,Web of Science Index,Research Areas,style,relevance
"Shaping The Future Of Horticulture: Innovative Technologies, Artificial Intelligence, And Robotic Automation Through A Bibliometric Lens","Poenaru, MM; Manta, LF; Ghertescu, C; Manta, AG","This study conducts a bibliometric and content analysis based on publications indexed in the Web of Science Core Collection, aiming to map the evolution and key themes in horticultural research in the context of technological innovation and sustainability. The results reveal a strong orientation toward digitalization and automation, particularly through the integration of artificial intelligence, mechatronic systems, and sensor-based monitoring in crop management. In the field of biotechnology, keywords such as gene expression, genetic diversity, and micropropagation reflect a sustained research interest in improving crop resilience and disease resistance through genetic and in vitro propagation techniques. Furthermore, concepts such as environmental control, soilless culture, energy efficiency, and co-generation highlight the focus on optimizing growing conditions and integrating renewable energy sources into protected horticultural systems. The geographical distribution of studies highlights increased academic output in countries like India and regions of sub-Saharan Africa, reflecting a global interest in transferring advanced technologies to vulnerable areas. Moreover, collaboration networks are dominated by leading institutions such as Wageningen University, which act as hubs for knowledge diffusion. The findings suggest that future research should prioritize the development of durable, energy-efficient horticultural technologies adapted to various agro-climatic zones. It is recommended that policymakers and stakeholders support interdisciplinary research initiatives, promote knowledge transfer mechanisms, and ensure equitable access to innovation for smallholder farmers and emerging economies.",horticultural technologies; industrialization; VOSviewer; artificial intelligence,MDPI,Basel,2025,J,English,http://dx.doi.org/10.3390/horticulturae11050449,Empty,159,3,3,2,3,Horticulture,Science Citation Index Expanded (SCI-EXPANDED),Agriculture,Systematic Review,0.4
Culturally Tailored Serious Game Design: A Revolutionary Model For Smart Agriculture,"Riaz, S; Ishaq, K; Alvi, A; Salleh, SM; Nawaz, NA","Smart agriculture, which is culturally specific, combines education with the celebratory potlatch of our agrarian heritage. Smart agriculture, also known as precision farming, refers to the application of advanced technologies to enhance the effectiveness and efficiency of agricultural practices. The concept of serious games has gained popularity across various fields, including smart agriculture. Serious gaming is currently being considered as a new approach to address challenging farming issues and enhance farmer training, thereby stimulating technological innovation in the agricultural sector. Despite the growing interest in serious games, there is a lack of research exploring how such games can effectively communicate practical farming knowledge, particularly across different cultural practices. Research is needed to assess whether these games can effectively teach key topics, such as soil management and crop selection while respecting cultural norms. It is also crucial to evaluate whether gameplay influences players' attitudes toward sustainable farming and the extent to which they retain the knowledge in real-world contexts. This study examines a culturally specific game design model for smart agriculture, integrating educational and cultural elements to enhance learning and engagement. The game allows players to experience the farming cycle, encompassing planting, tending, and harvesting. It is intended to educate children and anyone interested in learning about the origins of their food, as well as to explain why sustainable farming is essential for future generations. The players experience farming through seasonal cycles, from decisions on seed types to soil preparation, including dealing with weather calamities. A quasiexperimental design compared two groups: a traditional learning group and an experimental serious game group. A serious game developed based on the proposed model was implemented and evaluated through pre- and posttests, statistical analyses, and heuristic evaluations to measure improvements in agricultural knowledge. The results demonstrate significant knowledge retention in the game group, particularly in precision farming, sustainability, and IoT-based solutions (p < 0.05). These findings highlight the potential of serious games as an innovative tool for blending traditional agricultural knowledge with modern farming practices, promoting sustainable farming education in diverse cultural settings.",cultural context; game-based learning; serious game; smart agriculture; sustainability,WILEY,Hoboken,2025,J,English,http://dx.doi.org/10.1155/hbe2/6564116,Empty,72,0,0,4,4,"Psychology, Multidisciplinary",Emerging Sources Citation Index (ESCI),Psychology,Original Research,0.9
Dynamic Neural Transfer For Domain-Level Zero-Shot Cognitive Diagnosis,"Wang, FX; Xu, XJ; Gou, Y; Sun, JQ; Cui, WF; Meng, FJ","Cognitive diagnosis, which assesses students' knowledge mastery by analyzing their practice logs, is a core technology for intelligent education systems to achieve personalized services. However, in the cold-start scenario of new domains, the lack of student logs restricts the diagnostic performance of traditional models. This paper proposes the DynaZero-CD framework enhanced by dynamic attention, which optimizes the domain-level zero-shot cognitive diagnosis (DZCD) task from two aspects: cross-domain knowledge transfer and local adaptation. Firstly, we introduce a dynamic attention mechanism in the pre-training stage to generate source domain weights based on the semantics of the target domain questions, select highly relevant shared features, and suppress the noise interference from irrelevant domains. Secondly, we design an adaptive gating module to dynamically balance the fusion ratio of shared and specific features, relying on cross-domain knowledge in the early stage of cold start and gradually enhancing the local diagnostic ability as data accumulates. In addition, we optimize the simulated log generation strategy dynamically through the feedback of prediction errors, thereby improving the domain consistency of virtual data. Finally, we use the virtual data to make the cognitive state of the cold-start students as the diagnostic result, which is consistent with the diagnosis-oriented goal. Experimental verification shows that this framework exhibits better diagnostic accuracy and error control ability than mainstream methods in interdisciplinary scenarios, especially in STEM subject transfer.",Cognitive diagnosis; Cold start; Dynamic transfer,SPRINGER-VERLAG SINGAPORE PTE LTD,Singapore,2025,C,English,http://dx.doi.org/10.1007/978-981-95-0020-8_7,Empty,16,0,0,0,0,"Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods",Conference Proceedings Citation Index - Science (CPCI-S),Computer Science,Original Research,0.7
What Is Nuclear Cultural Heritage? Developing An Analytical Framework,"Mbah, M; Noka, V; Lampke, A; Kelly, R; Kuppler, S","Nuclear cultural heritage (NCH) is a relatively new approach. It was introduced by Rindzeviciute (2019) and is being discussed internationally with reference to its contribution to knowledge preservation of nuclear objects and practices as well as safety aspects, especially in the context of nuclear waste governance. The latter includes knowledge transfer to future generations in the sense that knowledge of nuclear objects and practices might be further developed and could be applied as well in future. This is particularly relevant as nuclear technology is hazardous to the living environment and endures for very long periods of time. The great impacts on landscapes and the living environment are demonstrated by experiences with nuclear accidents, nuclear weapon tests, the storage and disposal of nuclear wastes, and uranium mining. One reason for the upcoming interest in NCH is the decommissioning of nuclear power plants and siting and construction of nuclear waste repositories. With this article, we aim to provide an analytical framework for understanding, identifying and studying NCH. Firstly, we discuss the specificities of NCH in reference to cultural heritage and overlaps with or added values of related approaches. This includes energy cultures, sociotechnical and spatial imaginaries as well as concepts related to place and remembrance. We then specify four key elements as part of a broader conceptualization of NCH: temporality, spatiality, (im)materiality, and institutionalization. These are central to the analytical framework that is presented, in a final step, with notes on possible methodological approaches.",Nuclear cultural heritage; Energy culture; Imaginaries; Place attachment; Remembrance,ELSEVIER,Amsterdam,2025,J,English,http://dx.doi.org/10.1016/j.erss.2025.104050,Empty,101,1,1,6,7,Green & Sustainable Science & Technology; Environmental Studies,Social Science Citation Index (SSCI),Science & Technology - Other Topics; Environmental Sciences & Ecology,Narrative Review,0.9
Unveiling The Digital Future: Perspectives Of Hungarian Physicians Under 35 Years Old On Ehealth Solutions,"Gyorffy, Z; Döbrössy, B; Boros, J; Girasek, E","Background The COVID-19 pandemic has catalysed the emergence of digital solutions in all areas of medicine. Our prior study on the digital health related experiences and opinions of Hungarian physicians highlights the crucial role of age in shaping attitudes towards digital health solutions among medical doctors. Our aim was to examine how under 35-year-old Hungarian physicians relate to digital technologies, the advantages and disadvantages they perceive, and how they would like to incorporate these technologies into their everyday medical practice.Methods As part of the E-physicians and E-patients in Hungary study, we conducted an online representative survey among medical practitioners in Hungary between July 2021 and May 2022 (n = 1,774). The main target group of our research were physicians under 35 years of age: n = 399 (25.3%). Besides descriptive statistical analyses, cluster analysis and binary logistic regression were applied to analyse the digital health related attitudes of the young age group.Results Our cluster analysis confirmed that younger doctors perceived more advantages (on average 7.07 items vs. 8.52 items) and disadvantages (on average 4.06 vs. 4.42) of digital health solutions. They also demonstrated greater familiarity with (8.27 vs. 9.79) and use of (1.94 vs. 2.66) a broader spectrum of technologies. Proficiency and active utilization of diverse technologies correlates with a more comprehensive understanding of both pros and cons, as well as a more realistic self-assessment of areas of further improvement. Doctors under 35 years express a notable demand for significantly increased incentives, both in terms of knowledge transfer/training and infrastructure incentives. Multivariate analyses revealed that young doctors, compared to their older counterparts, perceived enhanced patient adherence as one of the greatest benefits of digital health solutions. Additionally, young doctors expect that digital health solutions could reduce burnout.Conclusion Our results underscore the inevitable transformation of the 21st-century physician role: the success of digital health solutions hinges on active patient involvement and management, which requires proper patient education and professional support in navigating the digital space. Digital health solutions can be a bridge between different generations of doctors, where young people can help their older colleagues navigate the digital world.",digital health; young doctors; adherence; paradigm shift; participatory medicine; e-physcians; burnout,FRONTIERS MEDIA SA,Lausanne,2025,J,English,http://dx.doi.org/10.3389/fdgth.2024.1464642,Empty,55,0,0,0,0,Health Care Sciences & Services; Medical Informatics,Emerging Sources Citation Index (ESCI),Health Care Sciences & Services; Medical Informatics,Original Research,0.6
Competence-Based Development In Education,"Pintér, É; Virág, A","The generations differ in their attitudes, talents, and knowledge. We can reach out to young people using focused and valuable professional communication. Soft skills and a foundation of professional competence are essential in education. Challenge-based learning is becoming increasingly crucial, as is taking advantage of the potential presented by digitalization and artificial intelligence. Financial culture continues to be a priority topic for development. Real, professional information is crucial for students; in addition to ability-based growth, a professional knowledge base is required. Learning through design thinking is important because, in addition to re-creating creativity, we must identify the source of every problem and create a solution to it. Creating the foundations for collaborative development is critical, and information transfer is insufficient; effective knowledge exchange is required. Novel educational techniques and platforms have highlighted the importance of transforming course design and evaluation mechanisms, as well as developing new reference values and educational technology frameworks. This has become the level of Education 4.0, with the goal of adapting to market needs and challenges and implementing a higher education concept in which a generation of competitive, highly qualified professionals emerges from the education system, capable of applying appropriate digital tools and channels to corporate and social challenges in order to find a solution. The literature incorporates modern technologies, an understanding of current social settings, and novel teaching approaches into this notion. The education system is built on heutagogic and connectivist principles. The instructor takes on a learning-supporting, collaborative role, and the student can use this to create his own knowledge. It is a difficult task, however, to determine which educational methodological aspects should be retained in the era of new living conditions, and which should be revised in order to connect with the digital and knowledge-sharing competence-based education system. The goal of the article is to categorize and examine these aspects in order to develop an effective and sustainable education system, as well as an effective knowledge transfer process. The article explores the literary history of the development of education and carries out a comparative analysis of the specialized literature, separating educational eras.",generation; competence-based learning; digitalization; educational technology,IKAM-INST KNOWLEDGE ASSET MANAGEMENT,Matera,2024,C,English,Empty,Empty,24,0,0,0,0,"Business; Computer Science, Interdisciplinary Applications; Information Science & Library Science",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Information Science & Library Science,Narrative Review,0.9
The Status Of Aerial Photogrammetry In South Africa: A Transition To Digital Imagery System,"Ngcofe, L; Semoli, B","The digital image camera technology has revolutionized the aerial imagery capture throughout the world. It has provided high spatial and spectral resolution together with superior efficiency and reliability compared to the traditional analogue aerial imagery method. In so doing, this has provided great accuracy in various photogrammetric applications. The South African survey and mapping organisation currently known as Chief Directorate: National Geospatial Information (CD: NGI) has been capturing aerial photography dating back as early as the 1930s. However, from 2008 CD: NGI embraced a transition to digital aerial imagery capture at 50cm Ground Sample Distance (GSD) (from 2008 to 2016) and 25cm GSD (as from 2017 till date). This has resulted to 1370 digital aerial imagery already captured (this number will continue to change as there are jobs that are still being flown which are yet to be recorded). The continuous enhancement of digital camera technology opens for more possibilities of national aerial imagery capture at even greater spatial resolution such as 10cm GSD in the foreseeable future. However, the continuous digital imagery capture has not been without challenges such as the current global Covid-19 pandemic which has resulted in budget reprioritization, the organisation's technical knowledge transfer from one generation to another together with the determination of the CD: NGI requirement for digital imagery specifications. The organisation values stakeholders' engagement to ensure relevance, completeness and consistency on the data produced. This is possible through collaboration and partnership between State institutions, the private sector, research, and tertiary institutions through sharing of resources.",Empty,CONSAS CONFERENCE,Mowbray,2022,J,English,http://dx.doi.org/10.4314/sajg.v11i1.3,Empty,17,1,1,0,1,Remote Sensing,Emerging Sources Citation Index (ESCI),Remote Sensing,Case Study,0.8
Fedaux: An Efficient Framework For Hybrid Federated Learning,"Gu, H; Guo, B; Wang, JT; Sun, W; Liu, JQ; Liu, SC; Yu, ZW","As an enabler of sixth-generation communication technology (6G), Federated Learning (FL) triggers a paradigm shift from connected things to connected intelligence. FL implements on-device learning, where massive end devices jointly and locally train a model without private data leakage. However, FL suffers from problems of low accuracy and convergence rate when no data is shared to the central server and the data distribution is non-IID. In recent years, attempts have been made on hybrid FL, where very small amounts of data (e.g., less than 1%) is shared from the participants. With the opportunities brought by shared data, we notice that the server is capable of receiving the data in order to assist the FL process and mitigate the challenge of non-IID. Notably, existing hybrid FL only applies the model-level technologies belonging to the traditional FL and does not make full use of the characteristics of shared data to make targeted improvements. In this paper, we propose FedAux, a novel hybrid FL method at knowledge-level, which utilizes shared data to construct an auxiliary model and then transfer general knowledge to traditional aggregated model or client model for enhancing the accuracy of global model and speeding up the convergence of global model. We also propose two specific knowledge transfer strategies named c-transfer and i-transfer. We conduct extensive analysis and evaluation of our methods against the well-known FL methods, FedAvg and Hybrid-FL protocol. The results indicate that FedAux shows higher accuracy (10.89%) and faster convergence rate compared with other methods.",6G networks; Federated learning; Non-IID data; Feature transferable theory,IEEE,New York,2022,C,English,http://dx.doi.org/10.1109/ICC45855.2022.9839129,Empty,17,8,8,0,2,Telecommunications,Conference Proceedings Citation Index - Science (CPCI-S),Telecommunications,Original Research,0.8
"Social Environmental Support In Encouraging Entrepreneurial Behavior Of Millennial Farmers In The Special Region Of Yogyakarta, Indonesia: An Effort To Realize Sustainable Agriculture","Qonita, RRA; Masyhuri; Jamhari; Perwitasari, H","Sustainable agriculture offers new hope in overcoming the challenges of the decreasing interest of the younger generation in the agricultural sector. Millennial farmers, as part of this younger generation, are the key to successfully implementing sustainable agricultural development. This study aims to explore the influence of the role of parents, friends, extension workers, and media exposure on the entrepreneurial behavior of millennial farmers, and to explore the influence of entrepreneurial behavior on the financial performance of millennial farmers. The research was conducted in the Special Region of Yogyakarta, Indonesia, which was the first province to inaugurate 1,000 millennial farmers. The research sample consisted of 200 millennial farmers, selected using a simple random sampling method. The analysis employed Partial Least Square Structural Equation Modeling (PLS-SEM). The results reveal that the role of parents does not significantly influence millennial farmers' entrepreneurial behavior. The role of friends, agricultural extension workers, and media exposure significantly influence millennial farmers' entrepreneurial behavior. Friends provide motivation, support, and share information. Agricultural extension workers offer knowledge transfer, technology, and programs from the government. Media exposure contributes by providing knowledge and shaping perceptions and behavior. Entrepreneurial behavior has a positive and significant influence on financial performance. The research results impact millennial farmers' regional commissariat/farmer groups, the extension services by agricultural extension workers, and the media for millennial farmers. It is recommended that policies be implemented to strengthen the role of the regional commissariat of millennial farmers/farmer groups, improve extension services, and develop media relevant to millennial farmers.",agricultural entrepreneurship; farmers' entrepreneurial behavior; media exposure,UNIVERSITAS SEBELAS MARET SURAKARTA,Sukarta,2025,J,English,http://dx.doi.org/10.20961/carakatani.v40i1.92724,Empty,94,1,5,2,3,"Agriculture, Multidisciplinary",Emerging Sources Citation Index (ESCI),Agriculture,Original Research,0.7
Results From Knowledge Management Activities In Eurad,"Zeleznik, N","In the EC co-funded EURAD programme (European Joint Programme on Radioactive Waste Management, 2019-2024) particular emphasis was dedicated to Knowledge Management (KM) activities to ensure the capture of existing knowledge, transfer of knowledge between member states (advanced and early-stage programmes) and management of knowledge for future generations. Within EURAD there were a variety of tools and methods that support knowledge management activities with dedicated work packages (WP). WP1 focused on EURAD roadmap activities to systematically orientate users to existing knowledge and needs for research and technology development via a generic roadmap for implementing radioactive waste management, from generation to disposal. The roadmap provides an integrated and systemic framework for organising, structuring and sharing available RWM knowledge in different levels, including themes, sub-themes and domains. Within WP11, the State of Knowledge was collected with experts' view of the most relevant knowledge and associated uncertainties in a specific domain of the roadmap applied in the context of a radioactive waste management programme. WP12 Guidance offered activities consisting of developing a comprehensive suite of instructional guidance documents that can be used by member states with RWM programmes. In WP13, Training and Mobility activities consisted of developing a diverse portfolio of tailored basic and specialised training courses taking stock of and building upon already existing initiatives and creating new initiatives to bridge the identified gaps. The paper presents the current achievement in EURAD KM activities and plans for future work in EURAD2 partnership, projected to start in October 2024.",Empty,NUCLEAR SOCIETY SLOVENIA,1001 Ljubljana,2024,C,English,Empty,Empty,13,0,0,0,0,Nuclear Science & Technology,Conference Proceedings Citation Index - Science (CPCI-S),Nuclear Science & Technology,Case Study,1.0
Achanakmar-Amarkantak Biosphere Reserve: Development And Traditional Knowledge Of Baiga,"Baghel, YA; Patil, G","An anthropological survey was carried out in the Achanakmar-Amarkantak Biosphere Reserve (AABR) core zone to analyse the impact of government development schemes on tribal culture and indigenous knowledge. For this purpose, three non-rehabilitated villages from the core zone of AABR having maximum Baiga population according to the census 2011 viz., Sarasdol, Tilaidabara and Chhirhatta were selected. The Baiga population of the chosen village was divided into three age groups and interviewed to compare and observe the changes in the traditional culture and customs with time. The data was analysed by comparing the adaptability among the generations. The survey result indicates that indigenous knowledge and tradition have been altered significantly. Due to the influence of outer culture and new technologies introduced in the area through various governmental schemes, the preferences of all generations have shifted towards modern trends. Further, it has resulted in the deterioration of traditional knowledge of the Baiga tribe by introducing facilities. This study has examined the change in the age-old traditional practice of the Baiga tribe of the core zone. The major identified reasons were the interference of the outside culture and the conversational gaps between the two successive generations. The new generation was not ready to adopt their traditional knowledge because they had discovered the ease of life through modern culture. This has resulted in the loss of knowledge of traditional healing techniques and the identification power of various valuable plants that were not passed down to their next generations.",Baiga tribe; Culture and customs; Development schemes; Traditional knowledge,NATL INST SCIENCE COMMUNICATION-NISCAIR,New Delhi,2022,J,English,Empty,Empty,11,1,2,0,4,Plant Sciences,Science Citation Index Expanded (SCI-EXPANDED),Plant Sciences,Original Research,0.9
Integrating Digital Literacies And Scientific Communication In A Multimedia Anatomy Group Assignment To Advance Contextual Learning,"Xiao, JH","Anatomists are facing a new generation of learners who will study and work in a technology-rich environment. Indeed, digital technologies are tremendously changing how information and knowledge are communicated and retrieved. However, it remains unclear whether an anatomy assessment can be designed to promote contextual learning through integrating a digital communication strategy. To investigate this, assessment methods were diversified in the first-year neuroanatomy and third-year regional anatomy curricula through implementing a multimedia human anatomy group assignment integrating digital literacies and scientific communication. Through completing this multimedia assignment, students demonstrated their anatomy knowledge transfer using a range of approaches. The main mode of presentations chosen in the two anatomy units were non-animated video presentations (similar to 50%), animated video presentations (similar to 30%), storyboards (similar to 10%), podcasts (similar to 3%), and filmed videos (similar to 3%). A 5-point Likert scale learning and teaching survey was conducted for a total of 195 undergraduate health science students to evaluate students' perception of this group assignment. The majority of students (70-80%) strongly agreed or agreed that the multimedia group assignment helped their teamwork skills. Students who produced animated videos significantly outperformed those who adopted the non-animated presentations during the end-of-semester theory examination (p < 0.05). This study demonstrates that an anatomy group assignment integrating digital literacy and scientific communication is an effective assessment strategy associated with a positive learning experience and outcome. This inquiry-based assignment promotes learning through assessment, allowing students to not only consolidate and extend anatomy knowledge but also developing effective digital communication skills, providing new insights into non-didactic anatomy assessments.",anatomy; assessment; contextual learning; digital; digital literacy; group assignment; multimedia,WILEY,Hoboken,2024,J,English,http://dx.doi.org/10.1002/ase.2331,Empty,35,4,5,3,21,"Education, Scientific Disciplines",Science Citation Index Expanded (SCI-EXPANDED),Education & Educational Research,Original Research,0.8
Children'S Perception Of Urban Green Infrastructure And Nature-Related Digital Tools,"Yin, SC; Kasraian, D; van Wesemael, P","Urban green infrastructure (UGI) is an interconnected green network of multifunctional ecological systems in or around urban areas, playing a vital role in children's physical and cognitive development. Children's reduced interaction with UGI is partly attributed to their growing reliance on digital technology, yet digital interventions could positively influence this interaction. However, the influence of digital technology on children's perceptions of UGI remains understudied. This study aims to identify facilitators and barriers to children-nature interaction from their perspectives, examine the determinants of children's perception of connection to nature, and explore their perception of the UGI depending on their age, gender, and the presence or absence of a nature-related digital tool. A total of 153 children aged 8-12 and 109 parents participated in this study in Apeldoorn, the Netherlands. Children explored a UGI route using either a GPS-based application, or a guide and a map. Children identified playing with peers and families as a facilitator of their interaction with nature and the use of digital tools as a barrier. The results show that children's perception of connection to nature is higher among girls, and positively correlates with their parents' perception of connection to nature and attitudes towards its benefits. Children's perception of connection to nature increases after a nature-related activity across all groups, with boys and older children showing greater improvement. For knowledge transfer and creating an engaging environment, a knowledgeable and enthusiastic tour guide still outperforms a digital tool. Our findings provide insights for urban designers, policy makers, and digital intervention developers to create child-friendly UGIs and digital technologies that enhance interaction with it.",Children; Urban green infrastructure; Perception; Connection to nature; Nature-related digital tools; Case study,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,London,2025,J,English,http://dx.doi.org/10.1016/j.jenvp.2025.102565,Empty,79,0,0,9,17,"Environmental Studies; Psychology, Multidisciplinary",Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Psychology,Original Research,0.7
"A Comprehensive Heritage Bim Methodology For Digital Modelling And Conservation Of Built Heritage: Application To Ghiqa Historical Market, Saudi Arabia","Baik, A","Preserving historical architectural structures is crucial for safeguarding cultural heritage. This study explores the application of Heritage Building Information Modelling (HBIM) to enhance the documentation process of the Ghiqa Historical Market in Saudi Arabia, a monument known for its intricate architecture and cultural significance. Traditional documentation methods often fail to capture detailed features accurately and rely on labour-intensive manual processes. HBIM uses advanced digital technologies to improve precision, efficiency, and preservation efforts. In this study, point cloud data from 3D laser scanning is used to create a detailed digital model of the market, covering structural systems, material attributes, architectural features, and historical context. The research also integrates historical archives and photographs to enrich the model with additional contextual information. This comprehensive approach provides a holistic understanding of the Ghiqa Historical Market, aiding accurate preservation and restoration decisions. HBIM offers several advantages in architectural documentation. The digital model enhances visualization, allowing stakeholders to explore the site from multiple perspectives. It also serves as a tool for analysing structural integrity, identifying potential risks, and planning restoration interventions. Moreover, digital documentation ensures effective knowledge transfer across generations, preserving valuable architectural heritage for future reference and research. Additionally, it promotes interdisciplinary collaboration among architects, historians, conservators, and other stakeholders involved in preservation. Including the Ghiqa Historical Market in the UNESCO World Heritage List would highlight its global significance, attracting international attention and resources for its preservation. This designation would underscore the market's cultural and historical importance, fostering a sense of pride and responsibility in its maintenance. The implementation of Heritage BIM demonstrates its potential to revolutionize heritage conservation by combining diverse data sources into a single, detailed, and accessible digital resource.",HBIM; 3D laser scanning; historical architecture; documentation; conservation; Ghiqa Historical Market; Saudi Arabia; cultural heritage,MDPI,Basel,2024,J,English,http://dx.doi.org/10.3390/rs16152833,Empty,42,11,13,11,67,"Environmental Sciences; Geosciences, Multidisciplinary; Remote Sensing; Imaging Science & Photographic Technology",Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Geology; Remote Sensing; Imaging Science & Photographic Technology,Case Study,0.8
Introducing Maker Culture In Design Through A Neocraft Hydraulic Tile Workshop,"Gonzalez, AMF; Martinez, CJ; Cantero, JD","This paper proposes a strategy for introducing maker culture in higher education in non technological environments through a case study in the context of the bachelor's degree in Design. The objectives were: (1) to investigate how the introduction of maker culture through a collaborative workshop in an artistic context of higher education contributes to the acquisition of socio-technical skills; (2) to design knowledge and service transfer flows between classroom and territory through the design theme of hydraulic tiles; (3) to test and validate a hydraulic tile construction system adapted to the classroom developed in a previous stage of research. The workshop was designed according to a project-based learning (PBL) approach, choosing as a project theme the design and manufacture of a collective carpet of hydraulic tiles using a neo-artisanal construction technique. It was delivered in ten sessions of two hours each and a field visit and tested with a group of students (n= 17) during the academic year 2021/22. Working groups, roles and collaborative dynamics were established, following the maker principles as methodological guidelines. The documentation of the project and the generation of resources under open licences were also prioritised. The results showed that students acquired new knowledge and developed various sociotechnical competences. With the workshop, knowledge transfer flows, products and services in the local context were mapped in two stages, linking the classroom with the urban heritage, an NGO and the university makerspace. The constructive system was also validated, allowing the creation of the physical tile carpet designed and identifying aspects to be improved. Despite the limitations of the sample, the study opens up different lines of work, such as the integration of maker culture in art education through neo-crafts or its use to promote a collaborative design ethic in higher education in Design.",maker culture; higher education in Design; neocraft; hydraulic tiles; project based learning; do it together,UNIV POLITECNICA MADRID,Madrid,2025,J,English,http://dx.doi.org/10.20868/ardin.2025.14.5427,Empty,36,0,0,3,5,Art,Emerging Sources Citation Index (ESCI),Art,Case Study,0.8
Samsax-An Innovative Living Lab For The Advancement Of A Circular Economy Through Additive Manufacturing Technologies,"Berkemeier, A; Kühnel, L; Dürigen, D; Hoffmann, H; Zeidler, H; Bullinger, AC; Wagenführ, A","The sustainable development of products is of great interest to both industry and consumers due to various factors, such as anthropogenic climate change and the scarcity of resources and materials. In response to this, the simul+ Living Lab Sustainable Additive Manufacturing in Saxony (SAMSax) has been established as a physical experimental space aimed at improving the sustainability of products. This includes selecting resource-efficient manufacturing processes, using renewable materials, reducing energy consumption during use, and designing for recyclability. The innovative approach of the lab also integrates an open innovation process, involving present and potential stakeholders. Collaborating closely with stakeholders from industry, academia, and government fosters idea generation, provides solution approaches, and enhances acceptance and practical implementation. Methodologically, SAMSax focuses on upcycling organic and inorganic residues as well as by-products from industry and agriculture, reintegrating them as innovative components in industrial production using additive manufacturing (3D printing). The Living Lab provides a space for networking and active knowledge transfer through digital technologies, analyses, and collaborative developments, enabling the testing and evaluation of innovations in a real-world environment. Several potential waste materials suitable for additive manufacturing and new products have already been identified. In addition to industrial residues, materials, such as paper and wood dust; industrial by-products, such as sand; and agricultural residues, like harvest residues, are being analyzed, processed, and tested using additive manufacturing in the laboratory. In this way, SAMSax can contribute to an integrated and consistent circular economy. The research aims to demonstrate that the SAMSax Living Lab is a crucial driver of innovation in the field of additive manufacturing. Furthermore, this study contributes by presenting the Living Lab as an application-oriented research environment, focusing on innovative implementation in small- and medium-sized enterprises.",Living Lab; additive manufacturing (AM); sustainability; circular economy; innovation process; digitalization,MDPI,Basel,2024,J,English,http://dx.doi.org/10.3390/su16020823,Empty,74,8,8,2,21,Green & Sustainable Science & Technology; Environmental Sciences; Environmental Studies,Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI),Science & Technology - Other Topics; Environmental Sciences & Ecology,Case Study,0.7
The Evolution Of Medical Affairs Central Teams: Shaping Strategic Action And Driving Healthcare Transformation Through Scientific Interaction,"Beckouche, ML; Plat, GR; Marinich, JA; Moreno, C; Moreno, M; Gostkorzewicz, J; Iglesias, I; Domínguez, AP","The evolving role of Medical Affairs (MA) has positioned this department as a key element in the development and lifecycle management of pharmaceutical products. In response to internal and external assessments, AstraZeneca (AZ) Spain implemented a transformation of its MA central teams through a newly designed Working Model. This model ensures full engagement across the product lifecycle, spanning early access, pre-launch, launch, and post-launch, balancing global strategy with local execution, enhancing cross-functional collaboration, and timely evidence generation. Central to this transformation is the deployment of four coordinated teams: the Early Asset Strategy Team, the Launch Readiness Team, the Core Value Team, and the Brand Team. These teams follow a structured work methodology and coordination model underpinned by dedicated information management processes that streamline communication and knowledge transfer. Training and capability-building programmes were also introduced to strengthen critical functional and leadership competencies. These changes aim to improve product positioning, accelerate market access, and drive value-based healthcare outcomes. The initiative aligns with broader industry trends emphasising early stakeholder engagement, data integration, and patient-centric strategies. By fostering agility, strategic foresight, and internal consistency, the transformation of MA central teams at AZ Spain provides a replicable model for enhancing MA's contribution to product development and healthcare ecosystem innovation. This article builds on our previous publications about the national ecosystem assessment of stakeholder needs, the definition of our MA transformation framework (articulating the strategic roadmap), and the description of the evolution of in-field MA teams in AZ Spain. Here we detail the transformation of the MA central teams and their working model. Future MA evolution will integrate emerging technologies like artificial intelligence (AI) and digital tools, improving stakeholder engagement, evidence generation, and decision making. The transformative potential of AI in anticipating trends and optimising trials will enhance the role of MA in driving innovation and improving patient outcomes.",Empty,SPRINGER INT PUBL AG,Cham,2026,J,English,http://dx.doi.org/10.1007/s40290-025-00592-9,Empty,17,0,0,0,0,Pharmacology & Pharmacy,Emerging Sources Citation Index (ESCI),Pharmacology & Pharmacy,Case Study,0.8
